
score 	128.333333
score 	86.666667
score 	71.666667
score 	125.000000
score 	83.333333
score 	96.666667
score 	71.666667
score 	78.333333
score 	95.000000
score 	103.333333
score 	71.666667
score 	123.333333
score 	86.666667
score 	130.000000
score 	136.666667
score 	168.333333
score 	125.000000
score 	168.333333
score 	96.666667
score 	168.333333
score 	96.666667
score 	168.333333
score 	168.333333
score 	136.666667
score 	115.000000
score 	125.000000
score 	106.666667
score 	128.333333
score 	75.000000
score 	100.000000
score 	105.000000
score 	121.666667
score 	115.000000
score 	121.666667
score 	121.666667
score 	123.333333
score 	123.333333
score 	128.333333
score 	135.000000
score 	125.000000
score 	168.333333
score 	123.333333
score 	118.333333
score 	121.666667
score 	115.000000
score 	121.666667
score 	115.000000
score 	121.666667
score 	121.666667
score 	105.000000
score 	58.333333
score 	88.333333
score 	110.000000
score 	58.333333
score 	103.333333
score 	110.000000
score 	98.333333
score 	103.333333
score 	105.000000
score 	58.333333
score 	103.333333
score 	105.000000
score 	105.000000
score 	118.333333
score 	111.666667
score 	108.333333
score 	111.666667
score 	111.666667
score 	111.666667
score 	111.666667
score 	115.000000
score 	118.333333
score 	123.333333
score 	126.666667
score 	118.333333
score 	115.000000
score 	118.333333
score 	128.333333
score 	116.666667
score 	126.666667
score 	126.666667
score 	113.333333
score 	118.333333
score 	128.333333
score 	121.666667
score 	116.666667
score 	116.666667
score 	113.333333
score 	118.333333
score 	151.666667
score 	105.000000
score 	121.666667
score 	58.333333
score 	63.333333
score 	68.333333
score 	110.000000
score 	65.000000
score 	88.333333
score 	110.000000
score 	58.333333
score 	88.333333
score 	105.000000
score 	98.333333
score 	111.666667
score 	105.000000
score 	106.666667
score 	113.333333
score 	115.000000
score 	115.000000
score 	115.000000
score 	111.666667
score 	123.333333
score 	111.666667
score 	115.000000
score 	118.333333
score 	116.666667
score 	121.666667
score 	166.666667
score 	151.666667
score 	110.000000
score 	126.666667
score 	153.333333
score 	126.666667
score 	121.666667
score 	65.000000
score 	71.666667
score 	121.666667
score 	58.333333
score 	61.666667
score 	63.333333
score 	110.000000
score 	58.333333
score 	63.333333
score 	96.666667
score 	58.333333
score 	90.000000
score 	65.000000
score 	88.333333
score 	88.333333
score 	115.000000
score 	96.666667
score 	110.000000
score 	103.333333
score 	115.000000
score 	96.666667
score 	115.000000
score 	115.000000
score 	115.000000
score 	103.333333
score 	125.000000
score 	105.000000
score 	123.333333
score 	105.000000
score 	111.666667
score 	131.666667
score 	131.666667
score 	111.666667
score 	111.666667
score 	130.000000
score 	136.666667
score 	153.333333
score 	153.333333
score 	153.333333
score 	153.333333
score 	153.333333
score 	136.666667
score 	115.000000
score 	125.000000
score 	115.000000
score 	121.666667
score 	121.666667
score 	115.000000
score 	121.666667
score 	121.666667
score 	123.333333
score 	123.333333
score 	135.000000
score 	125.000000
score 	168.333333
score 	150.000000
score 	150.000000
score 	166.666667
score 	166.666667
score 	135.000000
score 	116.666667
score 	120.000000
score 	118.333333
score 	116.666667
score 	118.333333
score 	115.000000
score 	128.333333
score 	118.333333
score 	116.666667
score 	123.333333
score 	145.000000
score 	123.333333
score 	118.333333
score 	121.666667
score 	135.000000
score 	116.666667
score 	116.666667
score 	115.000000
score 	116.666667
score 	113.333333
score 	118.333333
score 	116.666667
score 	116.666667
score 	118.333333
score 	125.000000
score 	126.666667
score 	118.333333
score 	145.000000
score 	123.333333
score 	118.333333
score 	116.666667
score 	121.666667
score 	116.666667
score 	113.333333
score 	121.666667
score 	116.666667
score 	118.333333
score 	125.000000
score 	121.666667
score 	125.000000
score 	166.666667
score 	133.333333
score 	121.666667
score 	166.666667
score 	121.666667
score 	121.666667
score 	116.666667
score 	115.000000
score 	121.666667
score 	116.666667
score 	118.333333
score 	125.000000
score 	121.666667
score 	125.000000
score 	166.666667
score 	123.333333
score 	166.666667
score 	121.666667
score 	118.333333
score 	136.666667
score 	128.333333
score 	168.333333
score 	135.000000
score 	168.333333
score 	153.333333
score 	121.666667
score 	153.333333
score 	121.666667
score 	128.333333
score 	168.333333
score 	136.666667
score 	121.666667
score 	123.333333
score 	121.666667
score 	125.000000
score 	121.666667
score 	123.333333
score 	125.000000
score 	123.333333
score 	130.000000
score 	128.333333
score 	123.333333
score 	130.000000
score 	123.333333
score 	130.000000
score 	150.000000
score 	150.000000
score 	150.000000
score 	150.000000
score 	130.000000
score 	168.333333
score 	168.333333
score 	158.333333
score 	145.000000
score 	121.666667
score 	125.000000
score 	128.333333
score 	150.000000
score 	145.000000
score 	145.000000
score 	125.000000
score 	153.333333
score 	158.333333
score 	160.000000
score 	121.666667
score 	153.333333
score 	158.333333
score 	158.333333
score 	160.000000
score 	166.666667
score 	166.666667
score 	153.333333
score 	121.666667
score 	121.666667
score 	123.333333
score 	126.666667
score 	121.666667
score 	153.333333
score 	166.666667
score 	158.333333
score 	166.666667
score 	168.333333
score 	166.666667
score 	153.333333
score 	121.666667
score 	123.333333
score 	128.333333
score 	121.666667
score 	153.333333
score 	166.666667
score 	158.333333
score 	166.666667
score 	166.666667
score 	153.333333
score 	125.000000
score 	175.000000
score 	146.666667
score 	153.333333
score 	181.666667
score 	166.666667
score 	171.666667
score 	156.666667
score 	171.666667
score 	156.666667
score 	171.666667
score 	166.666667
score 	173.333333
score 	173.333333
score 	170.000000
score 	173.333333
score 	173.333333
score 	180.000000
score 	128.333333
score 	126.666667
score 	160.000000
score 	155.000000
score 	126.666667
score 	155.000000
score 	155.000000
score 	128.333333
score 	161.666667
score 	160.000000
score 	145.000000
score 	160.000000
score 	145.000000
score 	160.000000
score 	145.000000
score 	160.000000
score 	160.000000
score 	166.666667
score 	170.000000
score 	170.000000
score 	180.000000
score 	153.333333
score 	160.000000
score 	140.000000
score 	155.000000
score 	140.000000
score 	155.000000
score 	155.000000
score 	153.333333
score 	171.666667
score 	160.000000
score 	160.000000
score 	160.000000
score 	160.000000
score 	160.000000
score 	161.666667
score 	163.333333
score 	170.000000
score 	175.000000
score 	180.000000
score 	153.333333
score 	160.000000
score 	155.000000
score 	155.000000
score 	140.000000
score 	155.000000
score 	153.333333
score 	168.333333
score 	160.000000
score 	160.000000
score 	160.000000
score 	160.000000
score 	160.000000
score 	161.666667
score 	173.333333
score 	170.000000
score 	175.000000
score 	173.333333
score 	180.000000
score 	171.666667
score 	160.000000
score 	155.000000
score 	155.000000
score 	140.000000
score 	161.666667
score 	155.000000
score 	163.333333
score 	160.000000
score 	160.000000
score 	160.000000
score 	161.666667
score 	160.000000
score 	161.666667
score 	173.333333
score 	170.000000
score 	175.000000
score 	173.333333
score 	183.333333
score 	180.000000
score 	180.000000
score 	86.666667
score 	120.000000
score 	111.666667
score 	96.666667
score 	111.666667
score 	71.666667
score 	111.666667
score 	86.666667
score 	135.000000
score 	120.000000
score 	96.666667
score 	103.333333
score 	111.666667
score 	118.333333
score 	111.666667
score 	111.666667
score 	103.333333
score 	118.333333
score 	111.666667
score 	116.666667
score 	86.666667
score 	111.666667
score 	78.333333
score 	83.333333
score 	95.000000
score 	98.333333
score 	111.666667
score 	86.666667
score 	116.666667
score 	116.666667
score 	136.666667
score 	153.333333
score 	96.666667
score 	153.333333
score 	96.666667
score 	153.333333
score 	153.333333
score 	116.666667
score 	123.333333
score 	115.000000
score 	115.000000
score 	115.000000
score 	115.000000
score 	105.000000
score 	111.666667
score 	105.000000
score 	98.333333
score 	103.333333
score 	98.333333
score 	103.333333
score 	98.333333
score 	103.333333
score 	103.333333
score 	120.000000
score 	118.333333
score 	108.333333
score 	111.666667
score 	105.000000
score 	105.000000
score 	105.000000
score 	125.000000
score 	116.666667
score 	110.000000
score 	111.666667
score 	128.333333
score 	110.000000
score 	120.000000
score 	116.666667
score 	110.000000
